	target_1	target_2	interface	energy	time
12010	3oe8A	5hpdA	3rguAB	-17.199	2023-08-04 21:53:35
12011	3oe8B	5hp0A	3bq8AB	-22.906	2023-08-04 21:53:35
12012	3oe8B	5hpdA	2auqAB	-15.736	2023-08-04 21:53:35
12013	3oe8B	5hpdA	3bq8AB	-21.828	2023-08-04 21:53:35
12014	3oe8B	5hpdA	3k6cBC	-24.626	2023-08-04 21:53:35
12015	3oe8C	5hp0A	1jm0BE	-14.672	2023-08-04 21:53:35
12016	3oe8C	5hp0A	3bq8AB	-17.815	2023-08-04 21:53:35
12017	3oe8C	5hpdA	1jm0BE	-7.498	2023-08-04 21:53:35
12018	3oe8C	5hpdA	3bq8AB	-19.684	2023-08-04 21:53:35
12019	3q05A	3oe8C	1m7lBC	-19.908	2023-08-04 21:53:35
12020	5hp0A	3oduA	3k6cBC	-19.557	2023-08-04 21:53:35
12021	5hp0A	3oduB	2nsiBC	-15.969	2023-08-04 21:53:35
12022	5hp0A	3oduB	3iynRS	-13.992	2023-08-04 21:53:35
12023	5hp0A	3oe8B	3k6cBC	-17.622	2023-08-04 21:53:35
12024	5hp0A	3oe8C	1m7lBC	-17.203	2023-08-04 21:53:35
12025	5hpdA	3oduA	3k6cBC	-17.077	2023-08-04 21:53:35
12026	5hpdA	3oduB	1x11AB	-5.197	2023-08-04 21:53:35
12027	5hpdA	3oduB	3iynRS	-20.129	2023-08-04 21:53:35
12028	5hpdA	3oduB	3k1sBI	-8.005	2023-08-04 21:53:35
12029	5hpdA	3oe0A	3k1sBI	-15.017	2023-08-04 21:53:35
12030	5hpdA	3oe8A	1x11AB	-12.373	2023-08-04 21:53:35
12031	5hpdA	3oe8A	3k1sBI	-9.583	2023-08-04 21:53:35
12032	5hpdA	3oe8B	3k6cBC	-20.559	2023-08-04 21:53:35
12033	5hpdA	3oe8C	1m7lBC	-17.267	2023-08-04 21:53:35
12034	5hpdA	3oe8C	3k1sBI	-14.762	2023-08-04 21:53:35
12035	3q05B	3oe8A	2humAB	-11.178	2023-08-04 21:53:35
12036	3q05B	3oe8A	3dxdAC	-24.425	2023-08-04 21:53:35
12037	3q05B	3oe8B	2avuBD	-23.24	2023-08-04 21:53:35
12038	3q05B	3oe8C	2humAB	-5.158	2023-08-04 21:53:35
12039	3q05B	4rwsA	2rldBE	-15.75	2023-08-04 21:53:35
12040	5buoA	1dd1B	2etnAC	-15.416	2023-08-04 21:48:53
12041	5buoA	1dd1B	2zs0AD	-12.104	2023-08-04 21:48:53
12042	3nylA	1dd1B	2d2mAD	-14.991	2023-08-04 21:48:53
12043	3nylA	1dd1B	2rslAB	-8.331	2023-08-04 21:48:53
12044	3nylA	1dd1B	2zs0AD	-5.468	2023-08-04 21:48:53
12045	3nylA	1dd1B	3rlbAB	-8.266	2023-08-04 21:48:53
12046	2lohB	1dd1B	1rhgAC	-19.99	2023-08-04 21:48:53
12047	2lohB	1dd1B	1skvAB	-18.593	2023-08-04 21:48:53
12048	2lohB	1dd1B	2h8pCD	-20.491	2023-08-04 21:48:53
12049	2lohB	1dd1B	2otkEF	-7.682	2023-08-04 21:48:53
12050	2lohB	1dd1B	2rldBE	-10.48	2023-08-04 21:48:53
12051	2lohB	1dd1B	2x7xAB	-20.732	2023-08-04 21:48:53
12052	2lohB	1dd1B	3h6pBC	-14.162	2023-08-04 21:48:53
12053	2lohB	5mezA	2dbtBC	-7.985	2023-08-04 21:48:53
12054	2lohA	1dd1B	1rhgAC	-21.877	2023-08-04 21:48:53
12055	2lohA	1dd1B	2o5eAB	-24.972	2023-08-04 21:48:53
12056	2lohA	1dd1B	2otkEF	-5.701	2023-08-04 21:48:53
12057	2lohA	1dd1B	2rldBE	-16.482	2023-08-04 21:48:53
12058	2lohA	1dd1B	3h6pBC	-8.336	2023-08-04 21:48:53
12059	2lohA	5mezA	2dbtBC	-8.398	2023-08-04 21:48:53
12060	1dd1B	2lohA	2yfvAC	-11.59	2023-08-04 21:48:53
12061	1dd1B	2lohA	3mayEF	-11.014	2023-08-04 21:48:53
12062	1dd1B	2lohB	2e74BC	-11.024	2023-08-04 21:48:53
12063	1dd1B	2lohB	2j9wAB	-10.224	2023-08-04 21:48:53
12064	1dd1B	2lohB	3gk0FG	-20.582	2023-08-04 21:48:53
12065	1dd1B	2lohB	3mayEF	-22.422	2023-08-04 21:48:53
12066	1dd1B	3nylA	1wr6AB	-8.884	2023-08-04 21:48:53
12067	1dd1B	5buoA	2odmAB	-14.052	2023-08-04 21:48:53
12068	1dd1B	5buoA	3d36AC	-11.967	2023-08-04 21:48:53
12069	1dd1B	6iycE	2g3kDE	-18.861	2023-08-04 21:48:53
12070	2jvnA	2knaA	3lorBC	-12.564	2023-08-04 21:48:51
12071	2jvnA	2opzA	3pkzEF	-5.81	2023-08-04 21:48:51
12072	2knaA	2l30A	3lcnAB	-14.639	2023-08-04 21:48:51
12073	2cr9A	4ec4A	3gxwAD	-10.725	2023-08-04 21:48:51
12074	2opzA	2dmjA	2ijhBC	-11.641	2023-08-04 21:48:51
12075	3q01A	4bsmA	2l7iAB	-9.53	2023-08-04 21:48:16
12076	3q01A	4bsmA	3kawGH	-13.528	2023-08-04 21:48:16
12077	3q01A	5disA	2l7iAB	-14.479	2023-08-04 21:48:16
12078	3q01B	3gb8A	1r0dAI	-10.401	2023-08-04 21:48:16
12079	3q01B	4bsmA	2l7iAB	-9.022	2023-08-04 21:48:16
12080	3q01B	4bsmA	3kawGH	-13.402	2023-08-04 21:48:16
12081	3q01B	5disA	2l7iAB	-22.211	2023-08-04 21:48:16
12082	6lhdA	4bsmA	3qkdAB	-5.763	2023-08-04 21:48:16
12083	6lhdB	4bsmA	3qkdAB	-14.888	2023-08-04 21:48:16
12084	3gb8A	1olgA	2cwoAB	-9.54	2023-08-04 21:48:16
12085	3gb8A	1olgA	3citAB	-11.801	2023-08-04 21:48:16
12086	3gb8A	1olgA	3eabDJ	-19.141	2023-08-04 21:48:16
12087	3gb8A	5hp0A	3gk0FG	-8.283	2023-08-04 21:48:16
12088	3gb8A	7bwnD	1iieBC	-14.382	2023-08-04 21:48:16
12089	3gb8A	7bwnD	2r6oAB	-15.309	2023-08-04 21:48:16
12090	3gb8A	7el4A	1gulFG	-13.998	2023-08-04 21:48:16
12091	5disA	1olgA	2cwoAB	-14.256	2023-08-04 21:48:16
12092	5disA	1olgA	2l7iAB	-18.502	2023-08-04 21:48:16
12093	5disA	1olgA	2vuxAB	-13.943	2023-08-04 21:48:16
12094	5disA	1olgA	3eabDJ	-17.805	2023-08-04 21:48:16
12095	5disA	3q01A	2l7iAB	-7.639	2023-08-04 21:48:16
12096	5disA	3q05A	3bzlCD	-20.321	2023-08-04 21:48:16
12097	5disA	6t58A	3iqcAB	-6.305	2023-08-04 21:48:16
12098	5disA	6t58A	3pnqAC	-5.726	2023-08-04 21:48:16
12099	5disA	7bwnD	1iieBC	-18.651	2023-08-04 21:48:16
12100	5disA	7bwnD	2r6oAB	-22.619	2023-08-04 21:48:16
12101	5disA	7bwnD	2vuxAB	-6.053	2023-08-04 21:48:16
12102	5disA	7bwnD	2y21CD	-15.403	2023-08-04 21:48:16
12103	5disA	7bwnD	3bzlCD	-15.419	2023-08-04 21:48:16
12104	5disA	7bwnD	3eabDJ	-23.289	2023-08-04 21:48:16
12105	5disA	7bwnD	3r6mAD	-9.889	2023-08-04 21:48:16
12106	5disA	7bwnD	3t1tAB	-11.94	2023-08-04 21:48:16
12107	5hp0A	4bsmA	2c9nYZ	-13.756	2023-08-04 21:48:16
12108	5hpdA	4bsmA	2c9nYZ	-6.231	2023-08-04 21:48:16
12109	5hpdA	5disA	2zl4GN	-12.406	2023-08-04 21:48:16
12110	3q05B	4bsmA	3kawGH	-22.377	2023-08-04 21:48:16
12111	4bsmA	1olgA	2geyAD	-16.154	2023-08-04 21:48:16
12112	4bsmA	3q01A	1h2sAB	-8.54	2023-08-04 21:48:16
12113	4bsmA	3q01B	2l7iAB	-14.504	2023-08-04 21:48:16
12114	4bsmA	3q01B	3pkzEG	-10.482	2023-08-04 21:48:16
12115	4bsmA	3q05A	2geyAD	-13.706	2023-08-04 21:48:16
12116	4bsmA	3q05B	1h2sAB	-22.936	2023-08-04 21:48:16
12117	4bsmA	5hpdA	2c9nYZ	-11.611	2023-08-04 21:48:16
12118	4bsmA	7bwnD	1iieBC	-9.409	2023-08-04 21:48:16
12119	4bsmA	7bwnD	1mpyBC	-10.127	2023-08-04 21:48:16
12120	4bsmA	7bwnD	2r6oAB	-16.94	2023-08-04 21:48:16
12121	4bsmA	7bwnD	3kawGH	-13.289	2023-08-04 21:48:16
12122	4bsmA	7bwnD	3sxyAB	-11.244	2023-08-04 21:48:16
12123	4bsmA	7el4A	3pkzEG	-5.52	2023-08-04 21:48:16
12124	5zcsE	1gzkA	3u9sBJ	-18.366	2023-08-04 21:48:16
12125	5zcsE	3d0eA	3u9sBJ	-17.719	2023-08-04 21:48:16
12126	1p6sA	5zcsE	3iq6FG	-26.628	2023-08-04 21:48:16
12127	1olgA	3gb8A	1r0dAI	-26.144	2023-08-04 21:48:16
12128	1olgA	4bsmA	2geyAD	-6.958	2023-08-04 21:48:16
12129	1olgA	4bsmA	2l7iAB	-18.642	2023-08-04 21:48:16
12130	1olgA	5disA	2cwoAB	-7.758	2023-08-04 21:48:16
12131	7bwnD	3gb8A	1r0dAI	-18.324	2023-08-04 21:48:16
12132	7bwnD	3gb8A	1vf5NR	-11.341	2023-08-04 21:48:16
12133	7bwnD	3gb8A	2r6oAB	-10.843	2023-08-04 21:48:16
12134	7bwnD	3gb8A	3r6mAD	-9.283	2023-08-04 21:48:16
12135	7bwnD	3gb8A	3sxyAB	-5.798	2023-08-04 21:48:16
12136	7bwnD	4bsmA	2geyAD	-7.466	2023-08-04 21:48:16
12137	7bwnD	4bsmA	2r6oAB	-24.62	2023-08-04 21:48:16
12138	7bwnD	4bsmA	2y21CD	-17.885	2023-08-04 21:48:16
12139	7bwnD	4bsmA	2ym9AD	-10.959	2023-08-04 21:48:16
12140	7bwnD	4bsmA	3kawGH	-12.58	2023-08-04 21:48:16
12141	7bwnD	4bsmA	3r6mAD	-11.456	2023-08-04 21:48:16
12142	7bwnD	5disA	2l7iAB	-14.194	2023-08-04 21:48:16
12143	7bwnD	5disA	3r6mAD	-7.632	2023-08-04 21:48:16
12144	7bwnD	5disA	3sxyAB	-12.162	2023-08-04 21:48:16
12145	7bwnD	3gb8A	3l0lAB	-11.913	2023-08-04 21:48:15
12146	7bwnD	4bsmA	2p1iBC	-5.859	2023-08-04 21:48:15
12147	6lhdA	4bsmA	1uw4CD	-9.244	2023-08-04 21:48:15
12148	3q01A	4bsmA	1uw4CD	-7.745	2023-08-04 21:48:15
12149	3q01A	4bsmA	2p1iBC	-11.672	2023-08-04 21:48:15
12150	3q01B	4bsmA	1uw4CD	-7.939	2023-08-04 21:48:15
12151	3q01B	4bsmA	2p1iBC	-12.405	2023-08-04 21:48:15
12152	3q05A	3gb8A	3l0lAB	-6.719	2023-08-04 21:48:15
12153	3q05B	4bsmA	1uw4CD	-7.578	2023-08-04 21:48:15
12154	4bsmA	7bwnD	2f66AB	-9.28	2023-08-04 21:48:15
12155	3gb8A	1olgA	2p1iBC	-16.711	2023-08-04 21:48:15
12156	3gb8A	3q01A	2p1iBC	-10.205	2023-08-04 21:48:15
12157	3gb8A	3q01B	2p1iBC	-14.481	2023-08-04 21:48:15
12158	3gb8A	7bwnD	2p1iBC	-16.131	2023-08-04 21:48:15
12159	5disA	5houA	2g37AB	-9.6	2023-08-04 21:48:15
12160	5disA	7bwnD	2g37AB	-11.035	2023-08-04 21:48:15
12161	5i8bA	2lohA	1wp7AB	-18.819	2023-08-04 21:47:47
12162	5i8bA	2lohA	3ehhAB	-21.485	2023-08-04 21:47:47
12163	5i8bA	2lohB	3ehhAB	-23.12	2023-08-04 21:47:47
12164	6es5B	2lohA	2jcdAB	-15.369	2023-08-04 21:47:47
12165	6es5B	2lohB	2jcdAB	-11.135	2023-08-04 21:47:47
12166	4n4fA	2lohA	2f66AB	-21.976	2023-08-04 21:47:47
12167	4n4fA	2lohA	2yfvAC	-13.895	2023-08-04 21:47:47
12168	4n4fA	2lohA	3ehhAB	-7.007	2023-08-04 21:47:47
12169	4n4fA	2lohB	3ehhAB	-5.918	2023-08-04 21:47:47
12170	7tb3A	2lohA	1jy3OP	-23.511	2023-08-04 21:47:47
12171	7tb3A	2lohA	1mpyBC	-9.477	2023-08-04 21:47:47
12172	7tb3A	2lohA	1ud0AB	-15.769	2023-08-04 21:47:47
12173	7tb3A	2lohA	2dpdAB	-16.662	2023-08-04 21:47:47
12174	7tb3A	2lohA	2f66AB	-23.486	2023-08-04 21:47:47
12175	7tb3A	2lohA	2jcdAB	-18.642	2023-08-04 21:47:47
12176	7tb3A	2lohA	2p1aAB	-5.736	2023-08-04 21:47:47
12177	7tb3A	2lohA	2rslAB	-19.906	2023-08-04 21:47:47
12178	7tb3A	2lohA	3r84KL	-22.224	2023-08-04 21:47:47
12179	7tb3A	2lohA	3ubeHL	-12.159	2023-08-04 21:47:47
12180	7tb3A	2lohB	1jy3OP	-19.362	2023-08-04 21:47:47
12181	7tb3A	2lohB	1ud0AB	-14.868	2023-08-04 21:47:47
12182	7tb3A	2lohB	2dpdAB	-23.144	2023-08-04 21:47:47
12183	7tb3A	2lohB	2jcdAB	-15.244	2023-08-04 21:47:47
12184	7tb3A	2lohB	2x7xAB	-16.799	2023-08-04 21:47:47
12185	7tbhA	2lohA	1a93AB	-20.168	2023-08-04 21:47:47
12186	7tbhA	2lohA	1jy3OP	-23.454	2023-08-04 21:47:47
12187	7tbhA	2lohA	1skvAB	-27.096	2023-08-04 21:47:47
12188	7tbhA	2lohA	1ud0AB	-15.611	2023-08-04 21:47:47
12189	7tbhA	2lohA	1zvmAD	-8.345	2023-08-04 21:47:47
12190	7tbhA	2lohA	2dpdAB	-13.317	2023-08-04 21:47:47
12191	7tbhA	2lohA	2jcdAB	-13.212	2023-08-04 21:47:47
12192	7tbhA	2lohA	2ligAB	-10.485	2023-08-04 21:47:47
12193	7tbhA	2lohA	2p1aAB	-15.942	2023-08-04 21:47:47
12194	7tbhA	2lohA	2rslAB	-18.114	2023-08-04 21:47:47
12195	7tbhA	2lohA	3ehhAB	-7.787	2023-08-04 21:47:47
12196	7tbhA	2lohA	3r84KL	-19.614	2023-08-04 21:47:47
12197	7tbhA	2lohA	3ubeHL	-13.187	2023-08-04 21:47:47
12198	7tbhA	2lohB	1a93AB	-20.467	2023-08-04 21:47:47
12199	7tbhA	2lohB	1jy3OP	-10.962	2023-08-04 21:47:47
12200	7tbhA	2lohB	1skvAB	-15.076	2023-08-04 21:47:47
12201	7tbhA	2lohB	1ud0AB	-17.2	2023-08-04 21:47:47
12202	7tbhA	2lohB	1yo7AB	-12.31	2023-08-04 21:47:47
12203	7tbhA	2lohB	1zvmAD	-9.142	2023-08-04 21:47:47
12204	7tbhA	2lohB	2dpdAB	-17.92	2023-08-04 21:47:47
12205	7tbhA	2lohB	2wy2BC	-12.344	2023-08-04 21:47:47
12206	7tbhA	2lohB	2x7xAB	-15.938	2023-08-04 21:47:47
12207	7tbhA	2lohB	3c8gAB	-12.222	2023-08-04 21:47:47
12208	7tbhA	2lohB	3ehhAB	-12.196	2023-08-04 21:47:47
12209	7tbhA	2lohB	3gxwAD	-18.508	2023-08-04 21:47:47
12210	7xijA	2lohB	3ehhAB	-16.131	2023-08-04 21:47:47
12211	7xijA	2lohB	2humAB	-13.185	2023-08-04 21:47:47
12212	7xijA	2lohA	3ehhAB	-24.961	2023-08-04 21:47:47
12213	7xijA	2lohA	2humAB	-17.868	2023-08-04 21:47:47
12214	1jspB	2lohB	2vzcAB	-11.036	2023-08-04 21:47:47
12215	1zoqC	2lohA	1dtjAD	-13.245	2023-08-04 21:47:47
12216	1zoqC	2lohA	3kzqCD	-18.06	2023-08-04 21:47:47
12217	1zoqC	2lohA	3ph1BC	-16.934	2023-08-04 21:47:47
12218	1zoqC	2lohB	1dtjAD	-11.849	2023-08-04 21:47:47
12219	1zoqC	2lohB	3gxwAD	-19.453	2023-08-04 21:47:47
12220	1zoqC	2lohB	3kzqCD	-14.357	2023-08-04 21:47:47
12221	1zoqC	2lohB	3ph1BC	-16.447	2023-08-04 21:47:47
12222	2lohB	1jspB	2vzcAB	-16.936	2023-08-04 21:47:47
12223	2lohB	2kjeA	2j8wAB	-16.184	2023-08-04 21:47:47
12224	2lohB	2kjeA	3rkoBF	-18.179	2023-08-04 21:47:47
12225	2lohB	2kwfA	2p1aAB	-12.459	2023-08-04 21:47:47
12226	2lohB	2kwfA	3d8aFG	-8.297	2023-08-04 21:47:47
12227	2lohB	2lxsA	2wy2BC	-17.444	2023-08-04 21:47:47
12228	2lohB	2lxsA	3a0hLM	-13.639	2023-08-04 21:47:47
12229	2lohB	2lxsA	3c4rBD	-20.439	2023-08-04 21:47:47
12230	2lohB	2lxsA	3d8aFG	-22.152	2023-08-04 21:47:47
12231	2lohB	4n4fA	2humAB	-15.781	2023-08-04 21:47:47
12232	2lohB	7tb3A	1lj2AB	-14.822	2023-08-04 21:47:47
12233	2lohB	7tb3A	1mpyBC	-10.189	2023-08-04 21:47:47
12234	2lohB	7tb3A	1yo7AB	-11.78	2023-08-04 21:47:47
12235	2lohB	7tb3A	1z6oQR	-9.294	2023-08-04 21:47:47
12236	2lohB	7tb3A	2g42AB	-18.436	2023-08-04 21:47:47
12237	2lohB	7tb3A	2oieCD	-12.356	2023-08-04 21:47:47
12238	2lohB	7tb3A	2oqgBD	-16.124	2023-08-04 21:47:47
12239	2lohB	7tb3A	2p1aAB	-13.016	2023-08-04 21:47:47
12240	2lohB	7tb3A	2spcAB	-12.748	2023-08-04 21:47:47
12241	2lohB	7tb3A	3aaiAB	-18.644	2023-08-04 21:47:47
12242	2lohB	7tb3A	3e08FG	-17.39	2023-08-04 21:47:47
12243	2lohB	7tb3A	3e40AB	-16.554	2023-08-04 21:47:47
12244	2lohB	7tb3A	3eqxAB	-19.864	2023-08-04 21:47:47
12245	2lohB	7tb3A	3ezqAC	-6.908	2023-08-04 21:47:47
12246	2lohB	7tb3A	3kqgAB	-21.181	2023-08-04 21:47:47
12247	2lohB	7tb3A	3n95AC	-19.097	2023-08-04 21:47:47
12248	2lohB	7tbhA	1yo7AB	-11.832	2023-08-04 21:47:47
12249	2lohB	7tbhA	2oqgBD	-10.759	2023-08-04 21:47:47
12250	2lohB	7tbhA	2p1aAB	-13.601	2023-08-04 21:47:47
12251	2lohB	7tbhA	2spcAB	-13.786	2023-08-04 21:47:47
12252	2lohB	7tbhA	3aaiAB	-12.811	2023-08-04 21:47:47
12253	2lohB	7tbhA	3e08FG	-19.679	2023-08-04 21:47:47
12254	2lohB	7tbhA	3e40AB	-14.285	2023-08-04 21:47:47
12255	2lohB	7tbhA	3eqxAB	-15.527	2023-08-04 21:47:47
12256	2lohB	7tbhA	3h6pBC	-6.606	2023-08-04 21:47:47
12257	2lohB	7tbhA	3k8pCD	-19.489	2023-08-04 21:47:47
12258	2lohB	7tbhA	3kqgAB	-16.371	2023-08-04 21:47:47
12259	2lohB	7tbhA	3l34GH	-15.857	2023-08-04 21:47:47
12260	2lohB	7tbhA	3n95AC	-13.682	2023-08-04 21:47:47
12261	2lohB	7tbhA	3p8cDF	-12.033	2023-08-04 21:47:47
12262	2lohB	7xijA	1mpyBC	-8.668	2023-08-04 21:47:47
12263	2lohB	7xijA	2humAB	-8.388	2023-08-04 21:47:47
12264	2lxsA	2lohA	1g6uAB	-11.144	2023-08-04 21:47:47
12265	2lxsA	2lohA	1h3oAB	-22.865	2023-08-04 21:47:47
12266	2lxsA	2lohA	1vc1AB	-8.181	2023-08-04 21:47:47
12267	2lxsA	2lohA	2gs4AB	-13.98	2023-08-04 21:47:47
12268	2lxsA	2lohA	3dwwAB	-17.353	2023-08-04 21:47:47
12269	2lxsA	2lohB	1g6uAB	-10.629	2023-08-04 21:47:47
12270	2lxsA	2lohB	1h3oAB	-27.395	2023-08-04 21:47:47
12271	2lxsA	2lohB	1vc1AB	-11.019	2023-08-04 21:47:47
12272	2lxsA	2lohB	2vzcAB	-16.028	2023-08-04 21:47:47
12273	2lxsA	2lohB	3c4rBD	-10.784	2023-08-04 21:47:47
12274	2lxsA	2lohB	3gk0FG	-14.956	2023-08-04 21:47:47
12275	2lxsA	2lohB	3ubeHL	-14.416	2023-08-04 21:47:47
12276	2kjeA	2lohA	1m9yGH	-15.494	2023-08-04 21:47:47
12277	2kjeA	2lohA	2j8wAB	-11.747	2023-08-04 21:47:47
12278	2kjeA	2lohB	2j8wAB	-12.486	2023-08-04 21:47:47
12279	2kwfA	2lohA	1g6uAB	-15.147	2023-08-04 21:47:47
12280	2kwfA	2lohA	1qo1NO	-24.851	2023-08-04 21:47:47
12281	2kwfA	2lohA	2wukAB	-11.826	2023-08-04 21:47:47
12282	2kwfA	2lohA	2yfvAC	-20.727	2023-08-04 21:47:47
12283	2kwfA	2lohB	1g6uAB	-10.63	2023-08-04 21:47:47
12284	2kwfA	2lohB	1qo1NO	-12.587	2023-08-04 21:47:47
12285	2kwfA	2lohB	2wukAB	-15.079	2023-08-04 21:47:47
12286	2lohA	1jspB	1skvAB	-14.851	2023-08-04 21:47:47
12287	2lohA	2kjeA	2j8wAB	-16.156	2023-08-04 21:47:47
12288	2lohA	2kjeA	3b8eCD	-17.282	2023-08-04 21:47:47
12289	2lohA	2kjeA	3q6aAD	-18.12	2023-08-04 21:47:47
12290	2lohA	2kwfA	1dowAB	-17.762	2023-08-04 21:47:47
12291	2lohA	2kwfA	1g6uAB	-13.043	2023-08-04 21:47:47
12292	2lohA	2kwfA	2p1aAB	-16.484	2023-08-04 21:47:47
12293	2lohA	2kwfA	3d8aFG	-12.19	2023-08-04 21:47:47
12294	2lohA	2kwfA	3gi7AB	-17.114	2023-08-04 21:47:47
12295	2lohA	2lxsA	1g6uAB	-7.009	2023-08-04 21:47:47
12296	2lohA	2lxsA	3a0hLM	-11.984	2023-08-04 21:47:47
12297	2lohA	2lxsA	3c4rBD	-8.282	2023-08-04 21:47:47
12298	2lohA	2lxsA	3d8aFG	-20.414	2023-08-04 21:47:47
12299	2lohA	2lxsA	3r45AC	-11.591	2023-08-04 21:47:47
12300	2lohA	6es5B	2ozbBE	-7.67	2023-08-04 21:47:47
12301	2lohA	7tb3A	1dowAB	-21.082	2023-08-04 21:47:47
12302	2lohA	7tb3A	1lj2AB	-24.521	2023-08-04 21:47:47
12303	2lohA	7tb3A	1mpyBC	-7.549	2023-08-04 21:47:47
12304	2lohA	7tb3A	1o0wAB	-27.978	2023-08-04 21:47:47
12305	2lohA	7tb3A	1z6oQR	-21.429	2023-08-04 21:47:47
12306	2lohA	7tb3A	2o5eAB	-5.681	2023-08-04 21:47:47
12307	2lohA	7tb3A	2oieCD	-14.537	2023-08-04 21:47:47
12308	2lohA	7tb3A	2p1aAB	-14.938	2023-08-04 21:47:47
12309	2lohA	7tb3A	2qe9AB	-20.855	2023-08-04 21:47:47
12310	2lohA	7tb3A	2spcAB	-14.237	2023-08-04 21:47:47
12311	2lohA	7tb3A	3aaiAB	-10.566	2023-08-04 21:47:47
12312	2lohA	7tb3A	3ezqAC	-15.079	2023-08-04 21:47:47
12313	2lohA	7tb3A	3kqgAB	-21.324	2023-08-04 21:47:47
12314	2lohA	7tb3A	3la7AB	-13.377	2023-08-04 21:47:47
12315	2lohA	7tb3A	3n95AC	-20.686	2023-08-04 21:47:47
12316	2lohA	7tb3A	3txqDG	-13.935	2023-08-04 21:47:47
12317	2lohA	7tbhA	1dowAB	-21.383	2023-08-04 21:47:47
12318	2lohA	7tbhA	2o5eAB	-7.472	2023-08-04 21:47:47
12319	2lohA	7tbhA	2p1aAB	-13.053	2023-08-04 21:47:47
12320	2lohA	7tbhA	2qe9AB	-13.03	2023-08-04 21:47:47
12321	2lohA	7tbhA	2spcAB	-17.15	2023-08-04 21:47:47
12322	2lohA	7tbhA	3aaiAB	-12.25	2023-08-04 21:47:47
12323	2lohA	7tbhA	3h6pBC	-10.954	2023-08-04 21:47:47
12324	2lohA	7tbhA	3kqgAB	-17.366	2023-08-04 21:47:47
12325	2lohA	7tbhA	3l34GH	-16.463	2023-08-04 21:47:47
12326	2lohA	7tbhA	3la7AB	-7.5	2023-08-04 21:47:47
12327	2lohA	7tbhA	3mayEF	-16.822	2023-08-04 21:47:47
12328	2lohA	7tbhA	3n95AC	-23.847	2023-08-04 21:47:47
12329	2lohA	7tbhA	3rkoKN	-14.088	2023-08-04 21:47:47
12330	2lohA	7tbhA	3txqDG	-14.519	2023-08-04 21:47:47
12331	2lohA	7xijA	1mpyBC	-12.856	2023-08-04 21:47:47
12332	2lohA	7xijA	2humAB	-5.021	2023-08-04 21:47:47
12333	1zoqC	7b3kA	1zaxAZ	-9.07	2023-08-04 21:39:40
12334	1jspB	7b3jA	2vzcAB	-20.005	2023-08-04 21:39:40
12335	2kjeA	7b3jA	2dw7FG	-14.551	2023-08-04 21:39:40
12336	2kjeA	7b3kA	2zl4GN	-14.402	2023-08-04 21:39:40
12337	2kjeA	7b3kA	3a0hLM	-13.838	2023-08-04 21:39:40
12338	2kwfA	7b3jA	1qo1NO	-21.615	2023-08-04 21:39:40
12339	2kwfA	7b3jA	2oxlAB	-13.567	2023-08-04 21:39:40
12340	2kwfA	7b3jA	2qjyKL	-7.038	2023-08-04 21:39:40
12341	2kwfA	7b3kA	1g6uAB	-10.745	2023-08-04 21:39:40
12342	2kwfA	7b3kA	1m7lBC	-9.362	2023-08-04 21:39:40
12343	2kwfA	7b3kA	2f66DF	-14.653	2023-08-04 21:39:40
12344	2lxsA	7b3jA	1zllAB	-14.665	2023-08-04 21:39:40
12345	2lxsA	7b3jA	2vzcAB	-19.005	2023-08-04 21:39:40
12346	2lxsA	7b3jA	3gk0FG	-10.098	2023-08-04 21:39:40
12347	2lxsA	7b3jA	3te8AB	-15.829	2023-08-04 21:39:40
12348	2lxsA	7b3kA	1g6uAB	-13.398	2023-08-04 21:39:40
12349	2lxsA	7b3kA	2vzcAB	-12.935	2023-08-04 21:39:40
12350	2lxsA	7b3kA	3a0hLM	-18.911	2023-08-04 21:39:40
12351	2lxsA	7b3kA	3c4rBD	-15.667	2023-08-04 21:39:40
12352	2lxsA	7b3kA	3gk0FG	-11.88	2023-08-04 21:39:40
12353	6es5B	7b3kA	2jcdAB	-6.71	2023-08-04 21:39:40
12354	6es5B	7b3kA	2wivAB	-13.014	2023-08-04 21:39:40
12355	7xijA	7b3jA	2humAB	-18.984	2023-08-04 21:39:40
12356	7tb3A	7b3jA	1jy3OP	-17.956	2023-08-04 21:39:40
12357	7tb3A	7b3jA	1ud0AB	-22.03	2023-08-04 21:39:40
12358	7tb3A	7b3jA	1wdzAB	-7.725	2023-08-04 21:39:40
12359	7tb3A	7b3jA	2x7lMN	-19.234	2023-08-04 21:39:40
12360	7tb3A	7b3jA	3pzdAB	-13.532	2023-08-04 21:39:40
12361	7tb3A	7b3jA	3te8AB	-24.806	2023-08-04 21:39:40
12362	7tb3A	7b3kA	1h2sAB	-16.723	2023-08-04 21:39:40
12363	7tb3A	7b3kA	1jy3OP	-13.642	2023-08-04 21:39:40
12364	7tb3A	7b3kA	2jcdAB	-8.68	2023-08-04 21:39:40
12365	7tbhA	7b3jA	1jy3OP	-19.924	2023-08-04 21:39:40
12366	7tbhA	7b3jA	1ud0AB	-17.095	2023-08-04 21:39:40
12367	7tbhA	7b3jA	3te8AB	-14.568	2023-08-04 21:39:40
12368	7tbhA	7b3kA	1h2sAB	-13.132	2023-08-04 21:39:40
12369	7tbhA	7b3kA	1jy3OP	-12.938	2023-08-04 21:39:40
